,bicoloring,date,density,frustration_score,threshold
17,"{'XLI': 0, 'XLB': 0, 'XLF': 0, 'XLK': 0, 'IYT': 0, 'RWR': 0, 'XLY': 0, 'XLP': 0, 'XLU': 0, 'XLE': 0, 'XLV': 0}",2015-07-31,0.9454545454545454,0.0,0.1
18,"{'XLI': 0, 'XLB': 0, 'XLF': 0, 'XLK': 0, 'IYT': 0, 'RWR': 0, 'XLY': 0, 'XLP': 0, 'XLU': 0, 'XLE': 0, 'XLV': 0}",2015-12-31,1.0,0.0,0.1
19,"{'XLI': 1, 'XLB': 1, 'XLF': 1, 'XLK': 1, 'IYT': 1, 'RWR': 1, 'XLY': 1, 'XLP': 1, 'XLU': 1, 'XLE': 1, 'XLV': 1}",2016-05-31,0.9272727272727272,0.0,0.1
20,"{'XLI': 0, 'XLB': 0, 'XLF': 0, 'XLK': 0, 'IYT': 0, 'RWR': 0, 'XLY': 0, 'XLP': 0, 'XLU': 0, 'XLE': 0, 'XLV': 0}",2016-10-31,0.8363636363636363,0.0,0.1
21,"{'XLI': 1, 'XLB': 1, 'XLF': 1, 'XLK': 1, 'IYT': 1, 'RWR': 1, 'XLY': 1, 'XLP': 1, 'XLU': 0, 'XLE': 1, 'XLV': 1}",2017-03-31,0.9090909090909091,0.0,0.1
22,"{'XLI': 0, 'XLB': 0, 'XLF': 0, 'XLK': 0, 'IYT': 0, 'RWR': 0, 'XLY': 0, 'XLP': 0, 'XLU': 0, 'XLE': 0, 'XLV': 0}",2017-08-31,0.9454545454545454,0.0,0.1
23,"{'XLI': 1, 'XLB': 1, 'XLF': 1, 'XLK': 1, 'IYT': 1, 'RWR': 1, 'XLY': 1, 'XLP': 1, 'XLU': 1, 'XLE': 1, 'XLV': 1}",2008-06-30,0.9090909090909091,0.0,0.2
24,"{'XLI': 0, 'XLB': 0, 'XLF': 0, 'XLK': 0, 'IYT': 0, 'RWR': 0, 'XLY': 0, 'XLP': 0, 'XLU': 0, 'XLE': 0, 'XLV': 0}",2008-11-30,1.0,0.0,0.2
25,"{'XLI': 0, 'XLB': 0, 'XLF': 0, 'XLK': 0, 'IYT': 0, 'RWR': 0, 'XLY': 0, 'XLP': 0, 'XLU': 0, 'XLE': 0, 'XLV': 0}",2009-04-30,1.0,0.0,0.2
26,"{'XLI': 0, 'XLB': 0, 'XLF': 0, 'XLK': 0, 'IYT': 0, 'RWR': 0, 'XLY': 0, 'XLP': 0, 'XLU': 0, 'XLE': 0, 'XLV': 0}",2009-09-30,1.0,0.0,0.2
27,"{'XLI': 0, 'XLB': 0, 'XLF': 0, 'XLK': 0, 'IYT': 0, 'RWR': 0, 'XLY': 0, 'XLP': 0, 'XLU': 0, 'XLE': 0, 'XLV': 0}",2010-02-28,1.0,0.0,0.2
28,"{'XLI': 0, 'XLB': 0, 'XLF': 0, 'XLK': 0, 'IYT': 0, 'RWR': 0, 'XLY': 0, 'XLP': 0, 'XLU': 0, 'XLE': 0, 'XLV': 0}",2010-07-31,1.0,0.0,0.2
29,"{'XLI': 0, 'XLB': 0, 'XLF': 0, 'XLK': 0, 'IYT': 0, 'RWR': 0, 'XLY': 0, 'XLP': 0, 'XLU': 0, 'XLE': 0, 'XLV': 0}",2010-12-31,0.9636363636363636,0.0,0.2
30,"{'XLI': 1, 'XLB': 1, 'XLF': 1, 'XLK': 1, 'IYT': 1, 'RWR': 1, 'XLY': 1, 'XLP': 1, 'XLU': 1, 'XLE': 1, 'XLV': 1}",2011-05-31,1.0,0.0,0.2
31,"{'XLI': 0, 'XLB': 0, 'XLF': 0, 'XLK': 0, 'IYT': 0, 'RWR': 0, 'XLY': 0, 'XLP': 0, 'XLU': 0, 'XLE': 0, 'XLV': 0}",2011-10-31,1.0,0.0,0.2
32,"{'XLI': 1, 'XLB': 1, 'XLF': 1, 'XLK': 1, 'IYT': 1, 'RWR': 1, 'XLY': 1, 'XLP': 1, 'XLU': 1, 'XLE': 1, 'XLV': 1}",2012-03-31,0.9636363636363636,0.0,0.2
33,"{'XLI': 1, 'XLB': 1, 'XLF': 1, 'XLK': 1, 'IYT': 1, 'RWR': 1, 'XLY': 1, 'XLP': 1, 'XLU': 1, 'XLE': 1, 'XLV': 1}",2012-08-31,0.9818181818181818,0.0,0.2
34,"{'XLI': 0, 'XLB': 0, 'XLF': 0, 'XLK': 0, 'IYT': 0, 'RWR': 0, 'XLY': 0, 'XLP': 0, 'XLU': 0, 'XLE': 0, 'XLV': 0}",2013-01-31,1.0,0.0,0.2
35,"{'XLI': 0, 'XLB': 0, 'XLF': 0, 'XLK': 0, 'IYT': 0, 'RWR': 0, 'XLY': 0, 'XLP': 0, 'XLU': 0, 'XLE': 0, 'XLV': 0}",2013-06-30,1.0,0.0,0.2
36,"{'XLI': 1, 'XLB': 1, 'XLF': 1, 'XLK': 1, 'IYT': 1, 'RWR': 1, 'XLY': 1, 'XLP': 1, 'XLU': 1, 'XLE': 1, 'XLV': 1}",2013-11-30,1.0,0.0,0.2
37,"{'XLI': 1, 'XLB': 1, 'XLF': 1, 'XLK': 1, 'IYT': 1, 'RWR': 1, 'XLY': 1, 'XLP': 1, 'XLU': 1, 'XLE': 1, 'XLV': 1}",2014-04-30,0.8727272727272727,0.0,0.2
38,"{'XLI': 0, 'XLB': 0, 'XLF': 0, 'XLK': 0, 'IYT': 0, 'RWR': 0, 'XLY': 0, 'XLP': 0, 'XLU': 0, 'XLE': 0, 'XLV': 0}",2014-09-30,0.9454545454545454,0.0,0.2
39,"{'XLI': 1, 'XLB': 1, 'XLF': 1, 'XLK': 1, 'IYT': 1, 'RWR': 1, 'XLY': 1, 'XLP': 1, 'XLU': 1, 'XLE': 1, 'XLV': 1}",2015-02-28,0.9272727272727272,0.0,0.2
40,"{'XLI': 1, 'XLB': 1, 'XLF': 1, 'XLK': 1, 'IYT': 1, 'RWR': 1, 'XLY': 1, 'XLP': 1, 'XLU': 1, 'XLE': 1, 'XLV': 1}",2015-07-31,0.9272727272727272,0.0,0.2
41,"{'XLI': 1, 'XLB': 1, 'XLF': 1, 'XLK': 1, 'IYT': 1, 'RWR': 1, 'XLY': 1, 'XLP': 1, 'XLU': 1, 'XLE': 1, 'XLV': 1}",2015-12-31,1.0,0.0,0.2
42,"{'XLI': 1, 'XLB': 1, 'XLF': 1, 'XLK': 1, 'IYT': 1, 'RWR': 1, 'XLY': 1, 'XLP': 1, 'XLU': 1, 'XLE': 1, 'XLV': 1}",2016-05-31,0.8545454545454545,0.0,0.2
43,"{'XLI': 1, 'XLB': 1, 'XLF': 1, 'XLK': 1, 'IYT': 1, 'RWR': 1, 'XLY': 1, 'XLP': 1, 'XLU': 1, 'XLE': 1, 'XLV': 1}",2016-10-31,0.7636363636363637,0.0,0.2
44,"{'XLI': 1, 'XLB': 1, 'XLF': 1, 'XLK': 1, 'IYT': 1, 'RWR': 1, 'XLY': 1, 'XLP': 1, 'XLU': 0, 'XLE': 1, 'XLV': 1}",2017-03-31,0.8727272727272727,0.0,0.2
45,"{'XLI': 0, 'XLB': 0, 'XLF': 0, 'XLK': 0, 'IYT': 0, 'RWR': 0, 'XLY': 0, 'XLP': 0, 'XLU': 0, 'XLE': 0, 'XLV': 0}",2017-08-31,0.8363636363636363,0.0,0.2
46,"{'XLI': 1, 'XLB': 1, 'XLF': 1, 'XLK': 1, 'IYT': 1, 'RWR': 1, 'XLY': 1, 'XLP': 1, 'XLU': 1, 'XLE': 1, 'XLV': 1}",2008-06-30,0.8909090909090909,0.0,0.30000000000000004
47,"{'XLI': 0, 'XLB': 0, 'XLF': 0, 'XLK': 0, 'IYT': 0, 'RWR': 0, 'XLY': 0, 'XLP': 0, 'XLU': 0, 'XLE': 0, 'XLV': 0}",2008-11-30,1.0,0.0,0.30000000000000004
48,"{'XLI': 1, 'XLB': 1, 'XLF': 1, 'XLK': 1, 'IYT': 1, 'RWR': 1, 'XLY': 1, 'XLP': 1, 'XLU': 1, 'XLE': 1, 'XLV': 1}",2009-04-30,0.9090909090909091,0.0,0.30000000000000004
49,"{'XLI': 0, 'XLB': 0, 'XLF': 0, 'XLK': 0, 'IYT': 0, 'RWR': 0, 'XLY': 0, 'XLP': 0, 'XLU': 0, 'XLE': 0, 'XLV': 0}",2009-09-30,1.0,0.0,0.30000000000000004
50,"{'XLI': 1, 'XLB': 1, 'XLF': 1, 'XLK': 1, 'IYT': 1, 'RWR': 1, 'XLY': 1, 'XLP': 1, 'XLU': 1, 'XLE': 1, 'XLV': 1}",2010-02-28,1.0,0.0,0.30000000000000004
51,"{'XLI': 0, 'XLB': 0, 'XLF': 0, 'XLK': 0, 'IYT': 0, 'RWR': 0, 'XLY': 0, 'XLP': 0, 'XLU': 0, 'XLE': 0, 'XLV': 0}",2010-07-31,1.0,0.0,0.30000000000000004
52,"{'XLI': 1, 'XLB': 1, 'XLF': 1, 'XLK': 1, 'IYT': 1, 'RWR': 1, 'XLY': 1, 'XLP': 1, 'XLU': 1, 'XLE': 1, 'XLV': 1}",2010-12-31,0.9090909090909091,0.0,0.30000000000000004
53,"{'XLI': 0, 'XLB': 0, 'XLF': 0, 'XLK': 0, 'IYT': 0, 'RWR': 0, 'XLY': 0, 'XLP': 0, 'XLU': 0, 'XLE': 0, 'XLV': 0}",2011-05-31,0.9272727272727272,0.0,0.30000000000000004
54,"{'XLI': 0, 'XLB': 0, 'XLF': 0, 'XLK': 0, 'IYT': 0, 'RWR': 0, 'XLY': 0, 'XLP': 0, 'XLU': 0, 'XLE': 0, 'XLV': 0}",2011-10-31,1.0,0.0,0.30000000000000004
55,"{'XLI': 1, 'XLB': 1, 'XLF': 1, 'XLK': 1, 'IYT': 1, 'RWR': 1, 'XLY': 1, 'XLP': 1, 'XLU': 1, 'XLE': 1, 'XLV': 1}",2012-03-31,0.9090909090909091,0.0,0.30000000000000004
56,"{'XLI': 1, 'XLB': 1, 'XLF': 1, 'XLK': 1, 'IYT': 1, 'RWR': 1, 'XLY': 1, 'XLP': 1, 'XLU': 1, 'XLE': 1, 'XLV': 1}",2012-08-31,0.9454545454545454,0.0,0.30000000000000004
57,"{'XLI': 1, 'XLB': 1, 'XLF': 1, 'XLK': 1, 'IYT': 1, 'RWR': 1, 'XLY': 1, 'XLP': 1, 'XLU': 1, 'XLE': 1, 'XLV': 1}",2013-01-31,1.0,0.0,0.30000000000000004
58,"{'XLI': 1, 'XLB': 1, 'XLF': 1, 'XLK': 1, 'IYT': 1, 'RWR': 1, 'XLY': 1, 'XLP': 1, 'XLU': 1, 'XLE': 1, 'XLV': 1}",2013-06-30,1.0,0.0,0.30000000000000004
59,"{'XLI': 0, 'XLB': 0, 'XLF': 0, 'XLK': 0, 'IYT': 0, 'RWR': 0, 'XLY': 0, 'XLP': 0, 'XLU': 0, 'XLE': 0, 'XLV': 0}",2013-11-30,0.9818181818181818,0.0,0.30000000000000004
60,"{'XLI': 0, 'XLB': 0, 'XLF': 0, 'XLK': 0, 'IYT': 0, 'RWR': 0, 'XLY': 0, 'XLP': 0, 'XLU': 0, 'XLE': 0, 'XLV': 0}",2014-04-30,0.8545454545454545,0.0,0.30000000000000004
61,"{'XLI': 0, 'XLB': 0, 'XLF': 0, 'XLK': 0, 'IYT': 0, 'RWR': 0, 'XLY': 0, 'XLP': 0, 'XLU': 0, 'XLE': 0, 'XLV': 0}",2014-09-30,0.9090909090909091,0.0,0.30000000000000004
62,"{'XLI': 1, 'XLB': 1, 'XLF': 1, 'XLK': 1, 'IYT': 1, 'RWR': 1, 'XLY': 1, 'XLP': 1, 'XLU': 1, 'XLE': 1, 'XLV': 1}",2015-02-28,0.8909090909090909,0.0,0.30000000000000004
63,"{'XLI': 0, 'XLB': 0, 'XLF': 0, 'XLK': 0, 'IYT': 0, 'RWR': 0, 'XLY': 0, 'XLP': 0, 'XLU': 0, 'XLE': 0, 'XLV': 0}",2015-07-31,0.8363636363636363,0.0,0.30000000000000004
64,"{'XLI': 0, 'XLB': 0, 'XLF': 0, 'XLK': 0, 'IYT': 0, 'RWR': 0, 'XLY': 0, 'XLP': 0, 'XLU': 0, 'XLE': 0, 'XLV': 0}",2015-12-31,1.0,0.0,0.30000000000000004
65,"{'XLI': 0, 'XLB': 0, 'XLF': 0, 'XLK': 0, 'IYT': 0, 'RWR': 0, 'XLY': 0, 'XLP': 0, 'XLU': 0, 'XLE': 0, 'XLV': 0}",2016-05-31,0.7818181818181819,0.0,0.30000000000000004
66,"{'XLI': 0, 'XLB': 0, 'XLF': 0, 'XLK': 0, 'IYT': 0, 'RWR': 0, 'XLY': 0, 'XLP': 0, 'XLU': 0, 'XLE': 0, 'XLV': 0}",2016-10-31,0.6545454545454545,0.0,0.30000000000000004
67,"{'XLI': 0, 'XLB': 0, 'XLF': 0, 'XLK': 0, 'IYT': 0, 'RWR': 0, 'XLY': 0, 'XLP': 0, 'XLU': 1, 'XLE': 0, 'XLV': 0}",2017-03-31,0.7454545454545455,0.0,0.30000000000000004
68,"{'XLI': 0, 'XLB': 0, 'XLF': 0, 'XLK': 0, 'IYT': 0, 'RWR': 0, 'XLY': 0, 'XLP': 0, 'XLU': 1, 'XLE': 0, 'XLV': 0}",2017-08-31,0.7272727272727273,0.0,0.30000000000000004
69,"{'XLI': 0, 'XLB': 0, 'XLF': 0, 'XLK': 0, 'IYT': 0, 'RWR': 0, 'XLY': 0, 'XLP': 0, 'XLU': 0, 'XLE': 0, 'XLV': 0}",2008-06-30,0.8363636363636363,0.0,0.4
70,"{'XLI': 1, 'XLB': 1, 'XLF': 1, 'XLK': 1, 'IYT': 1, 'RWR': 1, 'XLY': 1, 'XLP': 1, 'XLU': 1, 'XLE': 1, 'XLV': 1}",2008-11-30,1.0,0.0,0.4
71,"{'XLI': 1, 'XLB': 1, 'XLF': 1, 'XLK': 1, 'IYT': 1, 'RWR': 1, 'XLY': 1, 'XLP': 1, 'XLU': 1, 'XLE': 1, 'XLV': 1}",2009-04-30,0.8363636363636363,0.0,0.4
72,"{'XLI': 1, 'XLB': 1, 'XLF': 1, 'XLK': 1, 'IYT': 1, 'RWR': 1, 'XLY': 1, 'XLP': 1, 'XLU': 1, 'XLE': 1, 'XLV': 1}",2009-09-30,0.9090909090909091,0.0,0.4
73,"{'XLI': 0, 'XLB': 0, 'XLF': 0, 'XLK': 0, 'IYT': 0, 'RWR': 0, 'XLY': 0, 'XLP': 0, 'XLU': 0, 'XLE': 0, 'XLV': 0}",2010-02-28,1.0,0.0,0.4
74,"{'XLI': 0, 'XLB': 0, 'XLF': 0, 'XLK': 0, 'IYT': 0, 'RWR': 0, 'XLY': 0, 'XLP': 0, 'XLU': 0, 'XLE': 0, 'XLV': 0}",2010-07-31,1.0,0.0,0.4
75,"{'XLI': 0, 'XLB': 0, 'XLF': 0, 'XLK': 0, 'IYT': 0, 'RWR': 0, 'XLY': 0, 'XLP': 0, 'XLU': 0, 'XLE': 0, 'XLV': 0}",2010-12-31,0.8545454545454545,0.0,0.4
76,"{'XLI': 0, 'XLB': 0, 'XLF': 0, 'XLK': 0, 'IYT': 0, 'RWR': 0, 'XLY': 0, 'XLP': 0, 'XLU': 0, 'XLE': 0, 'XLV': 0}",2011-05-31,0.8909090909090909,0.0,0.4
77,"{'XLI': 1, 'XLB': 1, 'XLF': 1, 'XLK': 1, 'IYT': 1, 'RWR': 1, 'XLY': 1, 'XLP': 1, 'XLU': 1, 'XLE': 1, 'XLV': 1}",2011-10-31,1.0,0.0,0.4
78,"{'XLI': 0, 'XLB': 0, 'XLF': 0, 'XLK': 0, 'IYT': 0, 'RWR': 0, 'XLY': 0, 'XLP': 0, 'XLU': 0, 'XLE': 0, 'XLV': 0}",2012-03-31,0.8545454545454545,0.0,0.4
79,"{'XLI': 0, 'XLB': 0, 'XLF': 0, 'XLK': 0, 'IYT': 0, 'RWR': 0, 'XLY': 0, 'XLP': 0, 'XLU': 0, 'XLE': 0, 'XLV': 0}",2012-08-31,0.8727272727272727,0.0,0.4
80,"{'XLI': 1, 'XLB': 1, 'XLF': 1, 'XLK': 1, 'IYT': 1, 'RWR': 1, 'XLY': 1, 'XLP': 1, 'XLU': 1, 'XLE': 1, 'XLV': 1}",2013-01-31,0.9636363636363636,0.0,0.4
81,"{'XLI': 0, 'XLB': 0, 'XLF': 0, 'XLK': 0, 'IYT': 0, 'RWR': 0, 'XLY': 0, 'XLP': 0, 'XLU': 0, 'XLE': 0, 'XLV': 0}",2013-06-30,1.0,0.0,0.4
82,"{'XLI': 1, 'XLB': 1, 'XLF': 1, 'XLK': 1, 'IYT': 1, 'RWR': 1, 'XLY': 1, 'XLP': 1, 'XLU': 1, 'XLE': 1, 'XLV': 1}",2013-11-30,0.8727272727272727,0.0,0.4
83,"{'XLI': 0, 'XLB': 0, 'XLF': 0, 'XLK': 0, 'IYT': 0, 'RWR': 0, 'XLY': 0, 'XLP': 0, 'XLU': 0, 'XLE': 0, 'XLV': 0}",2014-04-30,0.8,0.0,0.4
84,"{'XLI': 1, 'XLB': 1, 'XLF': 1, 'XLK': 1, 'IYT': 1, 'RWR': 1, 'XLY': 1, 'XLP': 1, 'XLU': 1, 'XLE': 1, 'XLV': 1}",2014-09-30,0.7272727272727273,0.0,0.4
85,"{'XLI': 1, 'XLB': 1, 'XLF': 1, 'XLK': 1, 'IYT': 1, 'RWR': 1, 'XLY': 1, 'XLP': 1, 'XLU': 1, 'XLE': 1, 'XLV': 1}",2015-02-28,0.7818181818181819,0.0,0.4
86,"{'XLI': 1, 'XLB': 1, 'XLF': 1, 'XLK': 1, 'IYT': 1, 'RWR': 1, 'XLY': 1, 'XLP': 1, 'XLU': 1, 'XLE': 1, 'XLV': 1}",2015-07-31,0.7636363636363637,0.0,0.4
87,"{'XLI': 1, 'XLB': 1, 'XLF': 1, 'XLK': 1, 'IYT': 1, 'RWR': 1, 'XLY': 1, 'XLP': 1, 'XLU': 1, 'XLE': 1, 'XLV': 1}",2015-12-31,0.9818181818181818,0.0,0.4
88,"{'XLI': 1, 'XLB': 1, 'XLF': 1, 'XLK': 1, 'IYT': 1, 'RWR': 1, 'XLY': 1, 'XLP': 1, 'XLU': 1, 'XLE': 1, 'XLV': 1}",2016-05-31,0.6727272727272727,0.0,0.4
89,"{'XLI': 1, 'XLB': 1, 'XLF': 1, 'XLK': 1, 'IYT': 1, 'RWR': 1, 'XLY': 1, 'XLP': 1, 'XLU': 1, 'XLE': 1, 'XLV': 1}",2016-10-31,0.5454545454545454,0.0,0.4
90,"{'XLI': 1, 'XLB': 1, 'XLF': 1, 'XLK': 1, 'IYT': 1, 'RWR': 1, 'XLY': 1, 'XLP': 1, 'XLU': 0, 'XLE': 1, 'XLV': 1}",2017-03-31,0.6909090909090909,0.0,0.4
91,"{'XLI': 0, 'XLB': 0, 'XLF': 0, 'XLK': 0, 'IYT': 0, 'RWR': 0, 'XLY': 0, 'XLP': 0, 'XLU': 1, 'XLE': 0, 'XLV': 0}",2017-08-31,0.5636363636363636,0.0,0.4
92,"{'XLI': 1, 'XLB': 1, 'XLF': 1, 'XLK': 1, 'IYT': 1, 'RWR': 1, 'XLY': 1, 'XLP': 1, 'XLU': 1, 'XLE': 1, 'XLV': 1}",2008-06-30,0.8363636363636363,0.0,0.5
93,"{'XLI': 1, 'XLB': 1, 'XLF': 1, 'XLK': 1, 'IYT': 1, 'RWR': 1, 'XLY': 1, 'XLP': 1, 'XLU': 1, 'XLE': 1, 'XLV': 1}",2008-11-30,1.0,0.0,0.5
94,"{'XLI': 0, 'XLB': 0, 'XLF': 0, 'XLK': 0, 'IYT': 0, 'RWR': 0, 'XLY': 0, 'XLP': 0, 'XLU': 0, 'XLE': 0, 'XLV': 0}",2009-04-30,0.7818181818181819,0.0,0.5
95,"{'XLI': 1, 'XLB': 1, 'XLF': 1, 'XLK': 1, 'IYT': 1, 'RWR': 1, 'XLY': 1, 'XLP': 1, 'XLU': 1, 'XLE': 1, 'XLV': 1}",2009-09-30,0.7818181818181819,0.0,0.5
96,"{'XLI': 0, 'XLB': 0, 'XLF': 0, 'XLK': 0, 'IYT': 0, 'RWR': 0, 'XLY': 0, 'XLP': 0, 'XLU': 0, 'XLE': 0, 'XLV': 0}",2010-02-28,1.0,0.0,0.5
97,"{'XLI': 0, 'XLB': 0, 'XLF': 0, 'XLK': 0, 'IYT': 0, 'RWR': 0, 'XLY': 0, 'XLP': 0, 'XLU': 0, 'XLE': 0, 'XLV': 0}",2010-07-31,1.0,0.0,0.5
98,"{'XLI': 0, 'XLB': 0, 'XLF': 0, 'XLK': 0, 'IYT': 0, 'RWR': 0, 'XLY': 0, 'XLP': 0, 'XLU': 0, 'XLE': 0, 'XLV': 0}",2010-12-31,0.7090909090909091,0.0,0.5
99,"{'XLI': 0, 'XLB': 0, 'XLF': 0, 'XLK': 0, 'IYT': 0, 'RWR': 0, 'XLY': 0, 'XLP': 0, 'XLU': 0, 'XLE': 0, 'XLV': 0}",2011-05-31,0.7818181818181819,0.0,0.5
100,"{'XLI': 1, 'XLB': 1, 'XLF': 1, 'XLK': 1, 'IYT': 1, 'RWR': 1, 'XLY': 1, 'XLP': 1, 'XLU': 1, 'XLE': 1, 'XLV': 1}",2011-10-31,1.0,0.0,0.5
101,"{'XLI': 0, 'XLB': 0, 'XLF': 0, 'XLK': 0, 'IYT': 0, 'RWR': 0, 'XLY': 0, 'XLP': 0, 'XLU': 0, 'XLE': 0, 'XLV': 0}",2012-03-31,0.8,0.0,0.5
102,"{'XLI': 0, 'XLB': 0, 'XLF': 0, 'XLK': 0, 'IYT': 0, 'RWR': 0, 'XLY': 0, 'XLP': 0, 'XLU': 0, 'XLE': 0, 'XLV': 0}",2012-08-31,0.6363636363636364,0.0,0.5
103,"{'XLI': 0, 'XLB': 0, 'XLF': 0, 'XLK': 0, 'IYT': 0, 'RWR': 0, 'XLY': 0, 'XLP': 0, 'XLU': 0, 'XLE': 0, 'XLV': 0}",2013-01-31,0.8727272727272727,0.0,0.5
104,"{'XLI': 1, 'XLB': 1, 'XLF': 1, 'XLK': 1, 'IYT': 1, 'RWR': 1, 'XLY': 1, 'XLP': 1, 'XLU': 1, 'XLE': 1, 'XLV': 1}",2013-06-30,1.0,0.0,0.5
105,"{'XLI': 1, 'XLB': 1, 'XLF': 1, 'XLK': 1, 'IYT': 1, 'RWR': 1, 'XLY': 1, 'XLP': 1, 'XLU': 1, 'XLE': 1, 'XLV': 1}",2013-11-30,0.7636363636363637,0.0,0.5
106,"{'XLI': 1, 'XLB': 1, 'XLF': 1, 'XLK': 1, 'IYT': 1, 'RWR': 1, 'XLY': 1, 'XLP': 1, 'XLU': 1, 'XLE': 1, 'XLV': 1}",2014-04-30,0.6909090909090909,0.0,0.5
107,"{'XLI': 0, 'XLB': 0, 'XLF': 0, 'XLK': 0, 'IYT': 0, 'RWR': 0, 'XLY': 0, 'XLP': 0, 'XLU': 0, 'XLE': 0, 'XLV': 0}",2014-09-30,0.6545454545454545,0.0,0.5
108,"{'XLI': 1, 'XLB': 1, 'XLF': 1, 'XLK': 1, 'IYT': 1, 'RWR': 1, 'XLY': 1, 'XLP': 1, 'XLU': 1, 'XLE': 1, 'XLV': 1}",2015-02-28,0.6181818181818182,0.0,0.5
109,"{'XLI': 0, 'XLB': 0, 'XLF': 0, 'XLK': 0, 'IYT': 0, 'RWR': 0, 'XLY': 0, 'XLP': 0, 'XLU': 0, 'XLE': 0, 'XLV': 0}",2015-07-31,0.6909090909090909,0.0,0.5
